Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
03/17/2021,484,9,28,47,165,105,70,49,35,9,4,0,241,242,1,101,28,105,185,17,48,0,0,1,1,0,2,1,4,0,4,5,0,1,0,5,3,0,0,0,5,3,4,5,5,3,3,0,15,13,0,7,1,17,3,0,0
09/17/2021,441,5,39,94,92,97,62,41,30,12,13,0,246,195,0,72,16,118,149,33,53,0,0,0,1,1,2,0,1,0,4,1,0,1,1,3,0,0,0,1,2,6,8,7,3,4,8,0,23,16,0,5,0,24,8,1,1
03/06/2021,220,2,31,29,57,50,26,21,22,8,7,0,109,111,0,86,13,44,45,15,17,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,5,4,4,6,6,6,0,12,19,0,6,1,15,6,3,0
06/17/2020,219,21,29,18,57,33,32,30,23,13,13,0,110,109,0,106,3,51,41,5,13,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,2,3,6,5,7,0,17,12,0,6,1,18,4,0,0
05/18/2021,286,5,33,69,61,47,37,37,19,8,8,0,163,123,0,60,5,125,56,2,38,0,0,0,0,1,1,3,0,0,3,2,0,3,0,1,1,0,0,2,2,6,4,5,9,2,3,0,16,17,0,5,0,24,3,0,1
10/09/2020,668,4,30,67,172,168,100,69,52,27,13,0,325,342,1,277,12,100,209,25,45,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,3,4,4,5,4,3,5,0,16,14,0,8,0,11,10,1,0
11/29/2021,1470,7,79,370,285,292,201,179,98,33,12,0,741,722,7,272,47,279,474,154,244,0,1,0,1,0,1,1,3,0,5,2,0,2,1,3,1,0,0,2,4,4,10,20,11,19,9,0,42,37,0,15,2,36,20,4,2
04/16/2021,656,6,60,109,188,126,94,67,47,13,12,0,377,279,0,179,24,229,139,15,70,0,0,0,0,2,2,0,2,0,2,4,0,1,0,3,1,1,0,0,8,6,7,13,15,7,4,0,37,23,0,11,0,37,8,3,1
01/19/2022,2370,17,128,688,420,420,287,225,163,98,68,1,1267,1075,28,675,133,410,572,101,479,0,0,0,1,0,7,3,6,0,7,10,0,3,0,7,6,1,0,9,16,12,9,9,30,15,28,0,64,64,0,34,3,49,34,6,2
02/20/2021,213,9,18,35,57,30,29,33,13,8,8,0,106,107,0,64,8,41,68,17,15,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,4,2,7,0,10,8,0,3,0,10,3,2,0
09/05/2020,203,3,23,23,61,40,34,21,17,6,1,0,94,109,0,93,5,31,56,5,13,0,0,0,0,1,0,1,1,0,1,2,0,2,0,1,0,0,0,0,1,3,3,5,5,3,3,0,14,9,0,6,0,7,9,1,0
07/20/2020,394,5,25,53,95,90,55,47,36,14,4,0,198,192,4,178,10,97,77,10,22,0,0,1,1,0,2,1,0,0,2,3,0,3,0,1,1,0,0,1,2,3,3,3,7,5,1,0,17,8,0,9,0,14,2,0,0
06/23/2020,234,8,26,12,72,43,37,27,17,17,9,0,117,116,1,99,8,46,58,5,18,0,0,0,0,0,3,2,3,0,3,5,0,3,0,4,1,0,0,0,3,2,5,4,4,3,5,0,17,9,0,11,0,9,4,1,1
09/06/2021,281,4,26,71,67,53,41,17,21,7,4,0,140,141,0,56,10,83,85,7,40,0,0,1,0,0,0,3,0,0,2,2,0,1,0,2,1,0,0,3,3,3,1,5,8,0,3,0,16,10,0,5,1,15,3,0,2
06/12/2021,46,5,9,5,13,13,3,7,1,2,2,0,18,28,0,11,1,14,11,2,7,0,0,0,0,1,1,2,1,0,5,0,0,2,0,0,2,1,0,0,0,2,3,1,0,1,2,0,4,5,0,4,0,4,1,0,0
05/14/2021,290,6,35,67,69,55,34,28,26,7,4,0,156,134,0,74,11,112,48,6,39,0,0,0,0,0,3,2,1,0,4,2,0,3,0,2,1,0,0,1,6,4,3,7,11,2,1,0,22,13,0,10,1,20,3,0,1
06/01/2020,233,21,63,21,50,35,32,35,17,17,26,0,137,96,0,96,9,57,45,8,18,0,0,0,1,2,4,4,10,0,12,9,0,6,1,10,4,0,0,2,3,11,7,9,7,11,13,0,28,35,0,19,1,29,13,0,1
06/17/2021,35,2,6,7,7,10,3,3,4,1,0,0,17,18,0,12,1,8,10,2,2,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0,5,1,0,4,0,1,1,0,0
03/27/2021,412,4,34,61,108,94,56,46,34,9,4,0,201,211,0,99,22,81,163,15,32,0,0,0,1,1,1,0,1,0,2,2,0,0,0,3,1,0,0,0,4,1,8,5,7,4,5,0,17,17,0,11,1,14,8,0,0
06/13/2021,28,5,5,5,3,10,4,3,2,1,0,0,18,10,0,5,0,17,3,0,3,0,0,2,0,2,1,0,0,0,0,5,0,3,0,1,1,0,0,0,2,1,0,1,1,0,0,0,5,0,0,2,0,2,1,0,0
09/09/2020,400,5,21,41,132,74,54,46,37,11,5,0,217,183,0,207,13,59,95,6,20,0,0,0,0,1,1,2,1,0,4,1,0,5,0,0,0,0,0,0,1,0,5,4,3,6,2,0,11,10,0,9,0,6,3,1,2
06/10/2020,233,12,29,10,57,46,31,36,26,18,9,0,129,101,3,113,5,51,35,4,25,0,0,1,2,2,1,4,2,0,5,7,0,5,1,6,0,0,0,0,1,3,2,8,3,6,6,0,17,12,0,6,1,16,5,1,0
05/15/2020,970,49,110,80,186,201,166,136,101,64,36,0,537,425,8,533,14,184,105,27,107,0,0,2,1,7,14,12,13,0,16,33,0,19,0,13,15,2,0,0,14,10,17,13,18,19,19,0,59,51,0,37,2,47,22,1,1
12/13/2021,2175,12,98,450,543,479,315,217,120,39,12,0,1110,1045,20,318,71,584,638,160,404,0,0,1,0,0,3,4,4,0,6,6,0,1,0,10,1,0,0,3,6,12,12,13,25,14,13,0,42,56,0,26,2,43,23,2,2
02/26/2021,358,6,21,67,98,58,58,29,32,10,6,0,180,177,1,108,9,86,107,16,32,0,0,0,0,1,1,0,4,0,0,6,0,3,0,1,2,0,0,3,1,1,2,3,4,2,5,0,11,10,0,5,0,12,3,1,0
07/21/2020,290,1,30,24,83,57,55,31,23,8,9,0,143,146,1,98,3,93,59,17,20,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,6,2,4,4,5,0,14,16,0,7,1,14,6,0,2
12/09/2021,1307,8,77,286,325,288,172,137,60,27,12,0,650,650,7,217,33,338,327,118,274,0,0,1,0,1,3,2,1,0,6,2,0,0,0,7,1,0,0,2,8,11,5,16,14,15,6,0,38,39,0,17,1,30,25,3,1
06/25/2020,249,11,22,22,70,65,36,21,20,11,4,0,124,125,0,93,4,63,56,7,26,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,3,6,1,0,12,10,0,7,0,12,2,0,1
07/01/2020,266,13,22,17,98,51,32,27,25,6,10,0,155,111,0,96,2,72,72,3,21,0,0,0,3,2,2,2,4,0,5,8,0,6,0,4,3,0,0,1,1,0,4,5,4,3,4,0,11,11,0,5,1,11,4,0,1
03/18/2021,424,3,35,55,168,78,53,40,22,3,5,0,203,219,2,84,15,94,175,16,40,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,5,4,12,2,1,0,17,18,0,4,2,16,10,3,0
07/25/2021,141,3,13,19,43,34,18,13,6,6,2,0,78,62,1,14,9,44,48,7,19,0,0,1,1,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1,2,2,2,2,3,1,0,6,7,0,2,0,6,3,1,1
11/07/2020,1571,14,113,181,394,337,266,187,113,54,39,0,825,746,0,633,49,231,432,58,168,0,0,1,1,1,1,4,6,0,9,5,0,3,0,4,7,0,0,1,7,7,16,23,25,11,23,0,59,54,0,36,5,40,25,4,3
06/21/2021,46,3,9,11,11,9,7,1,5,2,0,0,24,22,0,12,0,17,8,1,8,0,0,0,0,1,1,1,0,0,3,0,0,1,0,2,0,0,0,0,2,2,1,3,0,1,0,0,7,2,0,1,0,6,2,0,0
01/16/2021,624,15,63,84,141,104,111,82,63,28,10,1,355,269,0,276,24,104,148,21,51,0,0,0,1,1,5,5,3,0,8,7,0,9,1,2,3,0,0,2,4,3,5,7,15,13,13,1,29,34,0,17,1,25,18,2,0
07/13/2021,103,2,12,15,22,32,10,10,6,6,2,0,49,51,3,24,2,34,26,2,15,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,2,1,1,1,3,0,0,7,5,0,4,1,6,1,0,0
10/11/2020,301,4,30,22,94,59,43,37,30,9,7,0,126,174,1,97,7,57,114,10,16,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,3,7,4,6,4,4,0,13,17,0,9,1,7,10,1,2
02/08/2021,386,13,51,47,74,67,60,54,44,19,21,0,207,178,1,120,19,98,100,15,34,0,0,2,2,2,2,3,2,0,6,7,0,5,1,2,5,0,0,1,7,7,4,7,3,13,9,0,28,23,0,12,0,19,17,2,1
04/18/2021,316,7,55,44,71,78,45,44,18,9,7,0,173,143,0,63,12,133,70,11,27,0,0,0,0,4,0,1,2,0,5,2,0,3,1,3,0,0,0,2,6,4,9,17,9,5,3,0,28,27,0,7,0,38,9,1,0
02/14/2021,143,9,23,22,38,29,19,17,4,12,2,0,75,68,0,32,8,27,53,7,16,0,0,0,0,0,2,3,4,0,4,5,0,2,0,3,4,0,0,1,3,4,0,4,5,4,2,0,12,11,0,8,0,10,5,0,0
05/20/2021,248,4,40,49,47,54,35,27,22,13,1,0,132,116,0,56,6,119,34,5,28,0,0,0,0,0,0,1,3,0,3,1,0,0,1,3,0,0,0,1,3,9,4,5,12,4,2,0,18,22,0,5,0,32,3,0,0
06/26/2020,219,13,29,18,60,49,29,26,17,11,9,0,121,98,0,75,5,55,57,6,21,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,8,4,5,0,11,18,0,6,2,15,4,1,1
04/17/2020,775,43,148,16,129,126,142,144,118,49,51,0,387,387,1,323,28,214,126,38,46,0,0,1,2,5,7,13,15,0,14,29,0,11,2,19,11,0,0,3,6,12,18,33,30,27,19,0,66,82,0,56,7,56,19,8,2
10/18/2021,356,1,25,96,64,60,57,43,23,7,6,0,185,170,1,74,16,78,112,22,54,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,5,3,8,4,2,0,15,10,0,7,0,10,5,2,1
06/29/2020,279,7,31,22,89,55,36,40,17,9,11,0,137,140,2,113,4,67,63,7,25,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
05/13/2021,315,8,44,64,69,49,56,38,31,5,3,0,178,136,1,69,6,149,46,3,42,0,0,0,0,1,5,1,1,0,6,2,0,0,0,5,3,0,0,3,7,4,5,8,12,5,0,0,19,25,0,6,1,33,2,0,2
07/07/2020,341,4,25,35,107,69,55,44,19,8,4,0,184,156,1,106,12,96,85,11,31,0,0,0,0,0,3,0,1,0,3,1,0,3,0,1,0,0,0,0,2,3,2,5,4,6,3,0,9,16,0,4,2,13,4,1,1
05/24/2021,218,4,32,40,49,41,33,25,16,10,4,0,111,107,0,48,7,96,31,8,28,0,0,1,2,1,0,0,0,0,2,2,0,2,0,2,0,0,0,1,5,1,4,6,7,6,2,0,18,14,0,6,2,20,4,0,0
06/13/2020,120,18,23,13,25,19,14,22,14,7,6,0,67,53,0,52,0,26,18,4,20,0,0,0,0,3,5,5,5,0,11,7,0,3,1,6,8,0,0,0,3,1,6,2,5,1,5,0,13,10,0,9,0,9,4,1,0
12/23/2020,1222,21,95,140,289,222,193,166,118,62,32,0,635,582,5,472,50,252,277,51,120,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,3,4,4,15,20,26,22,0,43,52,0,23,7,34,26,4,1
12/16/2020,1385,25,83,175,324,252,219,204,109,55,47,0,688,692,5,529,49,303,316,53,135,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,2,6,3,9,19,16,15,13,0,43,40,0,26,2,35,17,2,1
10/22/2020,1307,4,67,146,331,308,214,137,92,53,26,0,682,622,3,540,33,200,355,43,136,0,0,1,1,0,0,2,0,0,2,2,0,1,0,1,2,0,0,0,5,6,8,14,9,9,16,0,42,25,0,25,1,20,15,5,1
11/03/2021,521,8,33,144,98,104,58,56,32,17,12,0,282,235,4,61,11,163,164,40,82,0,0,2,1,0,0,1,4,0,5,3,0,3,1,3,1,0,0,0,3,7,1,5,6,7,4,0,22,11,0,4,0,15,10,3,1
02/02/2022,376,17,24,71,73,78,59,45,26,14,10,0,195,176,5,86,35,46,131,19,59,0,0,1,1,3,4,5,3,0,9,8,0,2,1,7,6,1,0,1,1,2,2,3,6,1,8,0,9,15,0,7,0,5,12,0,0
04/02/2020,437,15,170,2,59,69,85,91,58,40,33,0,211,226,0,94,13,235,61,15,19,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,33,36,28,21,0,72,98,0,39,4,96,22,9,0
08/27/2020,382,2,24,40,132,75,59,32,24,12,8,0,209,172,1,191,6,66,85,17,17,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,4,3,4,2,4,5,2,0,18,6,0,11,0,6,5,2,0
09/23/2021,369,5,31,82,86,74,47,30,29,14,7,0,192,175,2,76,9,99,124,23,38,0,0,1,1,1,1,0,1,0,3,2,0,1,0,4,0,0,0,0,3,2,7,4,8,5,2,0,14,17,0,8,2,15,5,1,0
09/15/2021,521,4,16,118,125,109,65,50,38,10,6,0,277,244,0,106,19,157,153,38,48,0,1,0,0,0,1,0,2,0,3,1,0,1,0,2,1,0,0,0,2,2,2,3,5,1,1,0,9,7,0,2,0,7,7,0,0
02/07/2022,580,10,43,146,112,106,63,49,50,32,22,0,298,277,5,141,36,90,175,28,110,0,0,0,1,0,1,2,6,0,4,6,0,4,1,4,1,0,0,1,1,7,3,7,6,8,10,0,25,18,0,13,3,13,11,3,0
02/09/2021,414,8,35,49,112,75,60,52,39,13,14,0,215,199,0,103,18,112,120,19,42,0,0,0,0,2,1,1,4,0,5,3,0,2,1,3,2,0,0,0,1,3,3,9,6,8,5,0,13,22,0,10,0,14,9,2,0
09/29/2020,381,6,28,47,105,72,65,45,26,17,4,0,196,184,1,180,15,45,101,14,26,0,0,1,0,0,3,1,1,0,2,4,0,3,0,2,1,0,0,1,2,7,2,5,5,3,3,0,14,14,0,11,2,8,5,1,1
06/01/2021,128,5,23,29,23,25,26,16,5,4,0,0,74,54,0,30,4,50,26,5,13,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,1,2,4,3,3,4,3,0,10,13,0,5,0,14,4,0,0
10/20/2020,1197,5,56,159,309,231,199,141,88,48,22,0,606,591,0,531,39,155,326,32,114,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,4,5,4,8,12,14,8,0,30,26,0,18,1,18,18,1,0
07/15/2021,132,0,7,15,45,28,21,12,8,3,0,0,77,55,0,16,8,47,40,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,2,5,0,0,0,7,0,0,0
02/18/2021,315,6,36,36,98,52,50,42,25,10,2,0,163,152,0,106,9,61,92,22,25,0,0,0,0,1,0,5,0,0,4,2,0,0,0,4,2,0,0,0,2,6,4,8,7,8,1,0,20,16,0,11,0,16,7,2,0
11/27/2021,556,4,32,110,117,124,85,52,40,19,9,0,287,267,2,82,13,100,213,52,96,0,0,1,0,0,0,1,2,0,0,4,0,0,0,1,3,0,0,0,3,4,1,4,9,7,4,0,16,16,0,8,4,11,9,0,0
04/16/2020,678,31,152,8,118,114,119,121,94,63,41,0,321,357,0,267,19,224,101,19,48,0,0,0,2,3,6,8,12,0,14,17,0,5,3,16,7,0,0,0,5,10,15,33,33,32,24,0,57,95,0,48,2,72,22,8,0
03/04/2021,288,8,26,42,82,60,39,24,23,11,7,0,148,140,0,82,23,55,90,15,23,0,0,1,1,1,2,0,3,0,5,3,0,4,0,0,4,0,0,0,1,3,3,5,5,6,3,0,15,11,0,4,1,13,8,0,0
02/13/2021,222,8,28,23,61,41,36,29,20,7,5,0,119,103,0,76,14,47,64,10,11,0,0,0,1,0,1,3,3,0,3,5,0,2,1,1,4,0,0,1,3,0,7,1,5,4,7,0,17,11,0,5,2,9,8,4,0
09/29/2021,414,3,26,93,87,102,51,37,25,14,5,0,212,197,5,57,14,126,133,45,39,0,0,0,1,0,0,1,1,0,1,2,0,1,0,2,0,0,0,0,4,5,3,3,6,2,3,0,17,9,0,7,1,11,5,0,2
04/15/2020,631,31,149,21,92,107,111,124,86,46,44,0,306,325,0,260,25,195,76,35,40,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,31,14,0,67,82,0,52,1,71,23,2,0
12/03/2020,2071,30,117,235,521,406,317,308,157,80,47,0,1095,972,4,845,75,402,436,78,235,0,0,0,1,3,6,10,10,0,12,18,0,7,3,13,7,0,0,1,3,11,14,21,24,20,23,0,49,68,0,39,4,45,25,3,1
02/17/2022,310,5,21,82,71,55,35,29,17,13,8,0,167,140,3,63,25,49,86,13,74,0,0,0,1,0,0,1,3,0,2,3,0,1,0,2,2,0,0,1,3,1,1,2,4,5,4,0,10,11,0,8,0,4,8,0,1
05/06/2020,968,44,133,55,187,159,213,170,93,53,38,0,483,484,1,543,16,175,119,25,90,0,0,1,3,5,11,10,14,0,14,30,0,13,5,14,12,0,0,2,1,10,22,24,30,23,21,0,61,72,0,48,1,52,24,8,0
08/28/2020,382,4,25,66,109,61,50,47,29,15,5,0,184,198,0,173,11,72,88,13,25,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,2,1,8,2,3,4,4,0,13,12,0,9,0,12,3,1,0
04/17/2021,438,6,63,70,98,96,78,46,24,14,12,0,237,201,0,134,25,160,83,11,25,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,8,4,11,12,6,10,11,0,35,28,0,16,2,35,8,1,1
03/20/2020,155,0,52,2,23,22,32,30,27,15,4,0,72,83,0,21,6,78,41,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,16,11,1,0,19,33,0,8,1,35,7,1,0
03/05/2021,292,6,22,47,77,63,38,29,24,8,6,0,151,141,0,77,25,68,86,16,20,0,0,0,0,0,1,1,4,0,4,2,0,1,0,3,2,0,0,1,1,0,2,9,5,1,3,0,11,11,0,4,2,8,7,1,0
12/07/2021,1164,11,73,275,255,224,157,119,78,35,19,2,601,556,7,173,28,286,292,140,245,0,0,1,1,0,2,5,2,0,3,8,0,1,2,3,5,0,0,4,5,3,11,14,14,12,10,0,44,29,0,15,2,38,14,3,1
07/24/2020,347,3,26,38,103,77,47,39,21,11,11,0,196,149,2,137,12,84,79,9,26,0,0,1,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,3,4,2,5,0,13,13,0,8,1,13,4,0,0
11/26/2020,265,22,103,22,48,36,38,34,36,31,19,1,132,132,1,71,6,95,57,12,24,0,0,0,1,1,2,9,9,0,11,11,0,10,1,8,3,0,0,2,5,10,15,16,16,24,15,0,56,47,0,37,1,45,15,3,2
08/02/2020,95,3,21,11,21,29,10,6,11,6,1,0,45,49,1,33,3,28,23,4,4,0,0,0,2,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,3,9,2,3,1,2,1,0,11,10,0,8,0,9,3,1,0
06/23/2021,47,0,6,7,10,11,9,6,2,0,2,0,28,19,0,11,1,17,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,4,2,0,2,0,4,0,0,0
03/06/2020,3,0,2,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
08/19/2020,485,5,22,58,150,90,57,71,39,13,7,0,256,228,1,216,4,91,117,24,33,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,1,2,2,1,6,2,6,2,0,11,11,0,4,0,12,5,0,1
08/11/2020,386,4,22,48,103,74,66,48,37,7,3,0,184,201,1,172,6,80,89,16,23,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,1,0,3,1,4,9,1,3,0,15,7,0,5,0,9,7,1,0
12/28/2021,10468,14,229,2827,2267,1925,1337,1022,626,302,157,5,5846,4498,124,2590,349,2657,2074,766,2032,0,0,1,1,2,3,4,3,0,6,8,0,4,0,7,3,0,0,13,29,27,23,32,42,30,33,0,124,105,0,37,5,137,36,5,9
03/15/2022,4,0,,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
01/10/2022,4881,30,222,988,957,795,693,630,468,223,127,0,2569,2280,32,1143,240,869,1142,325,1162,0,0,0,2,1,5,10,12,0,14,16,0,6,1,13,10,0,0,6,18,21,15,36,42,36,48,0,122,100,0,57,7,106,43,7,2
04/06/2021,857,4,67,134,234,185,125,90,56,18,15,0,439,417,1,232,66,248,211,30,70,0,0,0,0,1,3,0,0,0,0,4,0,3,0,1,0,0,0,0,2,8,10,17,14,8,8,0,29,38,0,12,2,41,7,3,2
10/23/2020,1016,4,65,126,251,188,173,134,90,37,16,1,543,468,5,313,32,207,324,33,107,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,5,8,4,12,17,11,5,0,33,32,0,17,2,22,21,0,3
02/01/2022,803,12,43,215,128,158,106,75,58,46,17,0,437,359,7,187,49,120,235,35,177,0,0,1,0,1,4,3,3,0,4,8,0,4,1,6,1,0,0,1,1,5,2,3,12,15,4,0,21,22,0,12,1,17,10,0,3
06/11/2020,201,10,28,19,62,27,28,33,19,9,4,0,108,89,4,101,3,40,32,7,18,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,6,3,4,0,9,19,0,13,0,9,6,0,0
08/07/2021,318,2,29,46,79,81,42,35,21,10,4,0,163,155,0,75,20,75,103,11,34,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,3,2,6,4,5,2,6,0,15,14,0,5,0,14,10,0,0
03/05/2022,92,1,10,21,12,19,19,10,6,3,2,0,52,40,0,14,6,16,30,6,20,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,2,2,0,0,2,0,4,6,0,2,0,4,3,1,0
03/16/2021,451,3,29,85,131,100,51,41,23,18,2,0,253,198,0,115,15,115,157,25,24,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,0,4,1,3,10,6,3,2,0,14,15,0,4,0,20,5,0,0
02/27/2021,177,7,17,31,39,32,21,24,14,9,7,0,100,77,0,56,12,44,43,7,15,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,0,0,0,4,5,4,4,0,7,10,0,2,0,10,5,0,0
09/04/2020,395,2,23,61,102,82,53,38,33,16,10,0,205,188,2,192,12,71,94,10,16,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,1,4,3,2,4,6,0,16,7,0,10,1,9,3,0,0
12/12/2020,915,21,79,110,215,178,135,124,90,45,18,0,467,445,3,335,32,156,262,28,102,0,0,0,0,2,5,5,9,0,10,11,0,3,2,9,7,0,0,1,2,5,7,18,18,17,11,0,37,42,0,16,5,39,15,3,1
03/07/2020,3,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,1,1,0
03/20/2021,278,6,30,31,90,67,37,25,18,5,5,0,135,143,0,68,17,79,87,9,18,0,0,0,0,1,2,1,2,0,3,3,0,1,0,3,2,0,0,1,7,2,1,10,5,1,3,0,15,15,0,8,1,11,8,1,1
03/29/2021,728,3,43,95,237,136,94,91,47,18,10,0,385,343,0,187,29,179,253,14,66,0,0,0,0,1,1,1,0,0,0,3,0,1,0,1,1,0,0,2,4,6,4,11,9,2,5,0,23,20,0,6,2,24,9,1,1
06/15/2020,235,20,31,36,57,42,34,30,25,9,2,0,132,102,1,108,5,58,26,11,27,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,6,3,2,5,8,0,3,0,21,10,0,12,1,11,6,0,1
10/04/2020,152,5,22,19,34,26,20,25,13,12,3,0,63,89,0,41,6,33,52,5,15,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,2,0,3,6,8,1,0,11,11,0,2,0,14,5,1,0
01/21/2021,817,10,64,97,191,160,121,118,76,36,18,0,417,399,1,310,28,183,186,38,72,0,0,1,1,0,2,2,4,0,5,5,0,3,0,5,2,0,0,3,3,5,6,11,16,17,3,0,30,34,0,19,2,33,7,2,1
04/13/2021,678,4,51,81,200,141,112,89,30,13,12,0,370,307,1,173,26,231,167,16,65,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,6,7,5,14,6,7,6,0,28,23,0,6,4,33,7,1,0
05/08/2020,921,44,98,52,168,191,196,154,82,44,34,0,453,466,2,508,18,161,99,37,98,0,0,0,1,4,13,12,14,0,21,23,0,15,0,15,14,0,0,0,7,8,9,19,19,13,23,0,47,51,0,41,3,36,12,3,3
04/10/2021,557,8,52,88,150,112,91,65,28,15,8,0,281,276,0,158,30,162,145,15,47,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,5,3,10,12,7,8,6,0,21,31,0,11,1,34,5,0,1
12/31/2020,971,22,71,89,251,199,141,119,79,56,37,0,491,478,2,271,38,140,360,48,114,0,0,0,0,2,3,11,6,0,10,12,0,9,0,8,5,0,0,2,1,5,6,12,17,12,16,0,33,38,0,12,2,35,18,4,0
01/25/2021,857,11,66,102,198,172,130,106,97,32,20,0,457,399,1,320,33,168,211,30,95,0,0,1,1,0,2,2,5,0,1,10,0,5,0,1,4,1,0,2,3,4,3,14,17,13,10,0,33,33,0,14,1,28,20,2,1
